Aircraft_ID,Aircraft.Category,Engine.Type,Registration.Number,Number.of.Engines,Make,Model,Aircraft.damage
4441,Airplane,Reciprocating,N4609J,1,Weatherly,201C,Destroyed
4442,Airplane,Turbo Shaft,N88075,1,Hiller,12-E,Destroyed
4443,Airplane,Reciprocating,N82897,1,Cessna,172N,Destroyed
4444,Airplane,Reciprocating,N62541,1,Piper,PA-28R-201,Minor
4445,Airplane,Reciprocating,N173JS,1,Aero Commander,S-2R,Substantial
4446,Airplane,Reciprocating,N2607B,2,Grumman,G-44,Substantial
4447,Airplane,Reciprocating,N29968,1,Beech,F33A,Substantial
4448,Airplane,Reciprocating,N7346W,1,Piper,PA-28-180,Substantial
4449,Airplane,Reciprocating,N8269J,1,Grumman,G-164A,Substantial
4450,Airplane,Turbo Prop,N6992X,2,Beech,65-90,Substantial
4451,Airplane,Reciprocating,N9644C,1,Cessna,172P,Destroyed
4452,Airplane,Reciprocating,N9171T,1,Pitts,S-15,Destroyed
4453,Airplane,Reciprocating,N9254P,1,Cessna,172K,Destroyed
4454,Airplane,Reciprocating,N6155K,1,Mooney,M20K,Substantial
4455,Airplane,Reciprocating,N15RV,1,Cessna,172D,Substantial
4456,Airplane,Reciprocating,N4564,1,Cessna,182P,Substantial
4457,Airplane,Reciprocating,N9703K,2,Beech,95-B55,Substantial
4458,Airplane,Reciprocating,N4396Z,1,Cessna,172,Substantial
4459,Airplane,Reciprocating,N2343X,1,Cessna,C-185F,Substantial
4460,Airplane,Reciprocating,N81MA,1,Hughes,300C,Destroyed
4461,Airplane,Reciprocating,N7648U,1,Beech,C-23,Destroyed
4462,Airplane,Reciprocating,N4034K,1,Cessna,152,Substantial
4463,Airplane,Reciprocating,N1825F,2,Piper,PA-23-250,Substantial
4464,Airplane,Reciprocating,N5415M,1,Piper,PA-38-112,Substantial
4465,Airplane,Reciprocating,N7670J,1,Grumman,G-164B,Substantial
4466,Airplane,Reciprocating,N40314,1,Beech,A-23,Substantial
4467,Airplane,Reciprocating,N22FM,1,Cessna,150M,Substantial
4468,Airplane,Reciprocating,N5548P,1,Beech,BE-19-180,Substantial
4469,Airplane,Reciprocating,N4874R,1,Cessna,182,Substantial
4470,Airplane,Reciprocating,N128KB,1,Bellanca,17-30,Substantial
4471,Airplane,Reciprocating,N7946Y,1,Piper,PA-28-140,Destroyed
4472,Airplane,Reciprocating,N4861G,1,Aeronca,7AC,Destroyed
4473,Airplane,Reciprocating,N23472,1,Cessna,A152,Destroyed
4474,Airplane,Reciprocating,N8301Y,1,Cessna,172,Destroyed
4475,Airplane,Reciprocating,N9450V,1,Cessna,185,Minor
4476,Airplane,Reciprocating,N54174,1,Bellanca,8KCAB,Substantial
4477,Airplane,Reciprocating,N70203,1,Cessna,182P,Substantial
4478,Airplane,Reciprocating,N519H,1,Piper,PA-24-260,Substantial
4479,Airplane,Reciprocating,N666JD,1,Cessna,172,Substantial
4480,Airplane,Reciprocating,N80649,1,Piper,J3C65,Substantial
4481,Airplane,Reciprocating,N213S,1,Aeronca,7AC,Substantial
4482,Airplane,Reciprocating,N21243,1,Cessna,172,Substantial
4483,Airplane,Unknown,N57WC,0,Schweizer,SGU 2-22E,Substantial
4484,Airplane,Reciprocating,N2062Z,1,Piper,PA-38-112,Substantial
4485,Airplane,Reciprocating,N9484F,1,Cessna,185F,Destroyed
4486,Airplane,Reciprocating,N406Y,1,Piper,PA-28-180,Destroyed
4487,Airplane,Reciprocating,N67140,1,Varga,2150A,Substantial
4488,Airplane,Reciprocating,N9233K,1,Cessna,172B,Substantial
4489,Airplane,Reciprocating,N8624L,1,North American,T-6,Substantial
4490,Airplane,Reciprocating,N82JW,1,Cessna,180,Substantial
4491,Airplane,Reciprocating,N8056Z,1,Piper,PA-24,Substantial
4492,Airplane,Reciprocating,N58229,1,Cessna,172P,Substantial
4493,Airplane,Reciprocating,N3413E,1,Aerosport,SCAMP,Substantial
4494,Airplane,Reciprocating,N2829B,1,Grumman,G-164A,Destroyed
4495,Airplane,Reciprocating,N2580L,1,Stinson,108-2,Destroyed
4496,Airplane,Reciprocating,N1091X,1,Piper,PA-18,Destroyed
4497,Airplane,Reciprocating,N8863H,1,Cessna,182H,Substantial
4498,Airplane,Reciprocating,N5309,1,Globe,GC1B,Substantial
4499,Airplane,Reciprocating,N77090,1,Cessna,150,Substantial
4500,Airplane,Turbo Shaft,N2478W,1,Hiller,FH-1100,Destroyed
4501,Airplane,Reciprocating,N7036G,1,Beech,A36,Destroyed
4502,Airplane,Reciprocating,N82946,2,Cessna,340,Destroyed
4503,Airplane,Reciprocating,N5286S,1,Piper,PA-28R,Destroyed
4504,Airplane,Reciprocating,N5738P,1,Maule,M-4-220C,Substantial
4505,Airplane,Turbo Fan,N36986,2,Cessna,CE-500,Substantial
4506,Airplane,Reciprocating,N1785S,1,Piper,PA-28-181,Substantial
4507,Airplane,Reciprocating,N21RB,1,Piper,PA-24-180,Substantial
4508,Airplane,Reciprocating,N34581,1,Cessna,A-188B,Substantial
4509,Airplane,Reciprocating,N5533R,1,Tuk Gregory,QUICKIE Q-2,Substantial
4510,Airplane,Reciprocating,N6286L,1,Airmass,SUNBURST B,Destroyed
4511,Airplane,Reciprocating,N7044Q,2,Piper,PA-30B,Substantial
4512,Airplane,Reciprocating,N2495K,1,Cessna,172N,Substantial
4513,Airplane,Reciprocating,N2661Y,1,Piper,J3C-65,Substantial
4514,Airplane,Reciprocating,N3881D,2,Piper,PA-30,Substantial
4515,Airplane,Reciprocating,N22011,1,Mooney,M20E,Substantial
4516,Airplane,Reciprocating,N8573H,1,Cessna,172N,Substantial
4517,Airplane,Reciprocating,N9088J,1,Cessna,A188B,Substantial
4518,Airplane,Reciprocating,N7430V,1,Enstrom,F-28A,Substantial
4519,Airplane,Reciprocating,N3721D,2,Cessna,414,Substantial
4520,Airplane,Reciprocating,N7295W,1,Boeing,A75N1,Substantial
4521,Airplane,Reciprocating,N40755,1,Swift,GC-1B,Substantial
4522,Airplane,Reciprocating,N32RJ,2,Beech,D18S,Destroyed
4523,Airplane,Reciprocating,N138HA,1,Cessna,182,Substantial
4524,Airplane,Reciprocating,N9906N,1,Ultralight Flight,PHANTOM,Substantial
4525,Airplane,Reciprocating,N5222R,1,American,EAGLE 430B,Substantial
4526,Airplane,Reciprocating,N4985X,1,Carter,PITTS SPECIAL S-1,Substantial
4527,Airplane,Reciprocating,N4709Y,1,Cessna,150C,Substantial
4528,Airplane,Reciprocating,N533H,1,Hughes,269B,Substantial
4529,Airplane,Reciprocating,N5912X,1,Grumman,G-164A,Substantial
4530,Airplane,Reciprocating,N1996E,1,Beech,77,Destroyed
4531,Airplane,Reciprocating,N4624T,1,Piper,PA-28-181,Destroyed
4532,Airplane,Reciprocating,N38607,1,Piper,PA-25-235,Substantial
4533,Airplane,Reciprocating,N89557,1,Quickie,Q-2,Substantial
4534,Airplane,Reciprocating,N65361,1,Cessna,U206,Substantial
4535,Airplane,Turbo Shaft,N5747L,1,Hughes,500D,Substantial
4536,Airplane,Reciprocating,N821BE,1,Cessna,C-172N,Destroyed
4537,Airplane,Reciprocating,N3885D,1,Bell,47G-2,Destroyed
4538,Airplane,Reciprocating,N334EA,1,Piper,PA-38-112,Destroyed
4539,Airplane,Reciprocating,N4913G,2,Piper,PA-34-200T,Destroyed
4540,Airplane,Reciprocating,N7795U,1,Grumman,G-164A,Destroyed
4541,Airplane,Reciprocating,N8314N,1,Grumman,G-164A,Substantial
4542,Airplane,Reciprocating,N322V,1,Cessna,C-140,Substantial
4543,Airplane,Unknown,N6305E,,Schweizer,SGS 1-26B,Substantial
4544,Airplane,Reciprocating,N8210V,1,Beech,A36,Substantial
4545,Airplane,Reciprocating,N779M,1,Piper,PA-18-150,Substantial
4546,Airplane,Reciprocating,N3307J,1,Piper,PA-28-140C,Substantial
4547,Airplane,Reciprocating,N94762,1,Piper,PA-24-250,Destroyed
4548,Airplane,Reciprocating,N3038A,1,Beech,77,Destroyed
4549,Airplane,Reciprocating,N6178X,1,Aero Commander,600 S-2D,Destroyed
4550,Airplane,Unknown,N278MW,,Schempp-hirth,NIMBUS II,Destroyed
4551,Airplane,Reciprocating,N315CC,1,Cessna,177B,Destroyed
4552,Airplane,Reciprocating,N714VK,1,Cessna,172RG,Substantial
4553,Airplane,Reciprocating,N4796,1,Gulfstream American,AA1B,Substantial
4554,Airplane,Reciprocating,N61666,1,Cessna,182P,Substantial
4555,Airplane,Reciprocating,N8084B,1,Piper,PA-38-112,Substantial
4556,Airplane,Reciprocating,N734NX,1,Cessna,180,Substantial
4557,Airplane,Reciprocating,N242KH,1,Rietman,WIDGET,Destroyed
4558,Airplane,Reciprocating,N9526R,1,Piper,PA 32RT-300T,Destroyed
4559,Airplane,Reciprocating,N5835G,1,Grumman,G-164A,Substantial
4560,Airplane,Reciprocating,N3237U,1,Piper,PA-28-180,Substantial
4561,Airplane,Reciprocating,N2198F,1,Mooney,M20E,Substantial
4562,Airplane,Reciprocating,N9086,1,Cessna,182A,Substantial
4563,Airplane,Reciprocating,N6530K,1,Piper,28-180,Destroyed
4564,Airplane,Reciprocating,N1236P,1,Piper,PA-28-151,Substantial
4565,Airplane,Reciprocating,N7146S,1,Boland,MONG SPORT,Substantial
4566,Airplane,Reciprocating,N1133V,1,Hiller,UH-12E,Substantial
4567,Airplane,Reciprocating,N3225D,1,Cessna,180J,Substantial
4568,Airplane,Reciprocating,N9962V,1,Cessna,185,Substantial
4569,Airplane,Reciprocating,N4664F,1,North American Rockwell Corp.,S2R800,Destroyed
4570,Airplane,Reciprocating,N8550E,1,Piper,PA-25-235,Destroyed
4571,Airplane,Reciprocating,N4801N,1,Cessna,A185F,Destroyed
4572,Airplane,Reciprocating,N4254V,1,Brantly Helicopter,B-2,Substantial
4573,Airplane,Reciprocating,N5501R,1,Cessna,172N,Substantial
4574,Airplane,Reciprocating,N44GP,1,Maule,M4-210,Substantial
4575,Airplane,Reciprocating,N49HH,1,Piper,PA-28R-201T,Substantial
4576,Airplane,Reciprocating,N5134E,1,Cessna,152,Substantial
4577,Airplane,Reciprocating,N8317J,1,Boeing,A-75,Substantial
4578,Airplane,Turbo Shaft,N77NC,1,Bell,206B,Substantial
4579,Airplane,Reciprocating,N21579,2,Beech,B-60,Substantial
4580,Airplane,Reciprocating,N2053G,1,Holmes,XTC2,Substantial
4581,Airplane,Turbo Fan,N6039Z,3,Lockheed,L-1011,
4582,Airplane,Reciprocating,N76379,1,Cessna,C-172-N,Minor
4583,Airplane,Reciprocating,N5324K,1,Cessna,172E,Substantial
4584,Airplane,Reciprocating,N69057,1,Beech,E33,Substantial
4585,Airplane,Reciprocating,N69353,2,Beech,C-50,Substantial
4586,Airplane,Reciprocating,N25693,1,Cessna,A185F,Substantial
4587,Airplane,Reciprocating,N245R,1,Piper,PA-28-161,Substantial
4588,Airplane,Turbo Prop,N6743Q,2,Fairchild Swearingen,SA226T,Minor
4589,Airplane,Reciprocating,N36804,1,Cessna,150G,Destroyed
4590,Airplane,Reciprocating,N3355H,1,Cessna,182Q,Destroyed
4591,Airplane,Reciprocating,N36962,1,Cessna,170B,Destroyed
4592,Airplane,Reciprocating,N21991,2,Aero Commander,500B,Minor
4593,Airplane,Reciprocating,N6880S,2,Piper,PA-31-350,Substantial
4594,Airplane,Reciprocating,N1498F,2,Cessna,421B,Substantial
4595,Airplane,Reciprocating,N8674S,1,Cessna,152,Substantial
4596,Airplane,Reciprocating,N2492D,1,Cessna,210B,Substantial
4597,Airplane,Reciprocating,N4274A,1,Cessna,180K,Substantial
4598,Airplane,Reciprocating,N725M,1,Cessna,172,Substantial
4599,Airplane,Reciprocating,N83574,1,Cessna,P210N,Substantial
4600,Airplane,Reciprocating,N6532B,1,Eippen Aircraft,MX-2,Substantial
4601,Airplane,Reciprocating,N6791Y,1,Beech,K35,Substantial
4602,Airplane,Reciprocating,N201GG,1,Cessna,150,Substantial
4603,Airplane,Reciprocating,N3154Z,2,Cessna,421C,Substantial
4604,Airplane,Reciprocating,N738GN,1,Cessna,U206,Substantial
4605,Airplane,Reciprocating,N10506,1,Enstrom,F-28A,Destroyed
4606,Airplane,Reciprocating,N71409,1,Grumman,164B,Destroyed
4607,Airplane,Reciprocating,N7497,2,Piper,PA-23,Destroyed
4608,Airplane,Reciprocating,N170KM,1,Cessna,C-150H,Destroyed
4609,Airplane,Reciprocating,N2943Z,1,Cessna,R172K,Substantial
4610,Airplane,Reciprocating,N53242,1,Goldwing,DRAGAN,Substantial
4611,Airplane,Reciprocating,N5512Y,1,Cessna,172M,Substantial
4612,Airplane,Reciprocating,N4823T,1,Cessna,172,Substantial
4613,Airplane,Reciprocating,N28426,1,Rotec,RALLY 2B,Destroyed
4614,Airplane,Reciprocating,N7757Z,1,Aeronca,7AC,Substantial
4615,Airplane,Reciprocating,N7528C,1,Cessna,182Q,Substantial
4616,Airplane,Reciprocating,N63404,1,Cessna,170,Substantial
4617,Airplane,Reciprocating,N2115R,1,Cessna,172F,Substantial
4618,Airplane,Reciprocating,N9951H,1,Pitts,S1-SP,Substantial
4619,Airplane,Reciprocating,N759LW,1,Cessna,U206,Substantial
4620,Airplane,Reciprocating,N4665Q,1,Cessna,182R,Destroyed
4621,Airplane,Reciprocating,N63310,1,Cessna,150G,Substantial
4622,Airplane,Unknown,N1241E,0,Skypower,GBN-41-1000,Substantial
4623,Airplane,Reciprocating,N6597D,1,Cessna,182P,Substantial
4624,Airplane,Reciprocating,N39019,2,Beech,B60,Substantial
4625,Airplane,Reciprocating,N8512M,1,Beech,A36,Substantial
4626,Airplane,Reciprocating,N8576J,1,Cessna,140,Substantial
4627,Airplane,Reciprocating,N2594W,1,Cessna,172P,Substantial
4628,Airplane,Reciprocating,N9558V,1,Cessna,152,Substantial
4629,Airplane,Reciprocating,N29962,1,Cessna,152,Substantial
4630,Airplane,Reciprocating,N5525E,1,Piper,PA-38-112,Substantial
4631,Airplane,Reciprocating,N739B,1,Vector,610,Destroyed
4632,Airplane,Reciprocating,N585C,1,Rogers,LONG EZ,Substantial
4633,Airplane,Reciprocating,N13364,1,Grumman,G-164A,Substantial
4634,Airplane,Reciprocating,N3019N,1,Piper,PA-28R,Substantial
4635,Airplane,Reciprocating,N3242Z,1,Ercoupe (eng & Research Corp.),415-C,Substantial
4636,Airplane,Turbo Prop,N780H,2,Cessna,441,Minor
4637,Airplane,Reciprocating,N33066,1,Great Lakes,2T-1A-2,Destroyed
4638,Airplane,Reciprocating,N4870C,1,Cessna,150L,Destroyed
4639,Airplane,Reciprocating,N7173K,2,Aero Commander,680,Destroyed
4640,Airplane,Reciprocating,N8540X,1,Cessna,172H,Substantial
4641,Airplane,Reciprocating,N8094N,1,Cessna,150F,Substantial
4642,Airplane,Reciprocating,N65412,1,Cessna,170B,Substantial
4643,Airplane,Reciprocating,N42563,2,Beech,58,Substantial
4644,Airplane,Reciprocating,N6687J,2,Beech,D55,Substantial
4645,Airplane,Reciprocating,N67613,1,Robinson,R22,Substantial
4646,Airplane,Reciprocating,N5042Q,1,Mooney,M20,Destroyed
4647,Airplane,Reciprocating,N8450Y,2,Cessna,402C,
4648,Airplane,Reciprocating,N8235N,1,Mooney,M-20-J-201,Destroyed
4649,Airplane,Reciprocating,N2308T,1,Cummings Quickie,Q2,Destroyed
4650,Airplane,Reciprocating,N11234,1,Cessna,172,Substantial
4651,Airplane,Reciprocating,N40JM,1,Cessna,150L,Substantial
4652,Airplane,Reciprocating,N4619E,1,Cessna,172M,Substantial
4653,Airplane,Reciprocating,N9805,1,Grumman,G-164A,Substantial
4654,Airplane,Reciprocating,N4521Y,1,Cessna,170A,Substantial
4655,Airplane,Reciprocating,N37SP,1,Piper,PA28R-201T,Substantial
4656,Airplane,Reciprocating,N6013Y,1,Cessna,172,Substantial
4657,Airplane,Reciprocating,N36062,2,Piper,PA-23-250,Substantial
4658,Airplane,Reciprocating,N3138X,1,Piper,PA-32-260,Substantial
4659,Airplane,Reciprocating,N4027L,1,Grumman American,AA5B,Substantial
4660,Airplane,Reciprocating,N2960X,1,Piper,PA-25-235B,Destroyed
4661,Airplane,Reciprocating,N5284,1,Homebuilt,NONE,Destroyed
4662,Airplane,Reciprocating,N10069,1,Forney,F-1,Substantial
4663,Airplane,Reciprocating,N8941H,1,Cessna,150M,Substantial
4664,Airplane,Reciprocating,N2797E,1,Piper,PA-28-161,Substantial
4665,Airplane,Reciprocating,N67880,1,Cessna,182R,Substantial
4666,Airplane,Reciprocating,N24687,1,Cessna,182Q,Substantial
4667,Airplane,Reciprocating,N1143G,1,Cessna,210L,Substantial
4668,Airplane,Reciprocating,N3201K,2,Beech,TC-45G,Substantial
4669,Airplane,Reciprocating,N5302K,1,Aeronca,7AC,Destroyed
4670,Airplane,Reciprocating,N48381,1,Bell,47G,Destroyed
4671,Airplane,Reciprocating,N48768,1,Grumman,AA-1C,Destroyed
4672,Airplane,Reciprocating,N7488W,1,Beech,35P,Minor
4673,Airplane,Reciprocating,N757SP,1,Eipper,QUICKSILVER MX,Destroyed
4674,Airplane,Reciprocating,N4980G,1,Cessna,150,Minor
4675,Airplane,Reciprocating,N231HT,1,Mooney,M20E,Minor
4676,Airplane,Reciprocating,N1129W,1,Cessna,172M,Substantial
4677,Airplane,Reciprocating,N8406M,1,Waco,UPF7,Substantial
4678,Airplane,Reciprocating,N5547B,1,Cessna,150,Substantial
4679,Airplane,Reciprocating,N8074M,1,Bell,47G,Substantial
4680,Airplane,Reciprocating,N3828N,1,Stinson,108-3,Substantial
4681,Airplane,Reciprocating,N654H,1,Cessna,172M,Substantial
4682,Airplane,Reciprocating,N2725M,1,Cessna,120,Substantial
4683,Airplane,Reciprocating,N67099,1,Piper,PA-22,Substantial
4684,Airplane,Reciprocating,N9052M,1,Cessna,182P,Destroyed
4685,Airplane,Reciprocating,N40483,1,Piper,PA-28R,Destroyed
4686,Airplane,Reciprocating,N721R,1,Cessna,A185F,Substantial
4687,Airplane,Reciprocating,N54609,1,Piper,PA-18-150,Substantial
4688,Airplane,Reciprocating,N1467L,1,Cessna,172-I,Substantial
4689,Airplane,Reciprocating,N71836,2,Beech,BE60,Substantial
4690,Airplane,Reciprocating,N4728B,1,Piper,PA-28-140B,Substantial
4691,Airplane,Reciprocating,N2632G,1,Cessna,152,Substantial
4692,Airplane,Reciprocating,N4347B,1,Piper,J3,Substantial
4693,Airplane,Reciprocating,N544J,1,Piper,PA-28-140,Substantial
4694,Airplane,Reciprocating,N1822M,1,Cessna,152,Substantial
4695,Airplane,Reciprocating,N3852G,1,Bellanca,8GCBC,Substantial
4696,Airplane,Reciprocating,N1150S,2,Piper,PA-30,Substantial
4697,Airplane,Reciprocating,N2261K,1,Piper,PA-28-140,Destroyed
4698,Airplane,Reciprocating,N5112Q,1,Piper,PA-28R-200,Substantial
4699,Airplane,Reciprocating,N313ZM,1,Cessna,150L,Substantial
4700,Airplane,Reciprocating,NC204K,1,Homebuilt,E.A.A. P-2,Substantial
4701,Airplane,Reciprocating,N3726H,1,Weatherly,620,Substantial
4702,Airplane,Reciprocating,N53700,1,Grumman,G-164A,Substantial
4703,Airplane,Reciprocating,N52848,1,Piper,PA25,Substantial
4704,Airplane,Unknown,N43598,,Schaffer-provencher,UW,Substantial
4705,Airplane,Reciprocating,N6482,2,Piper,PA-23-250,Substantial
4706,Airplane,Reciprocating,N184N,1,Wizard,W-1,Minor
4707,Airplane,Turbo Shaft,N8983C,1,Aerospatiale,AS-350D,Destroyed
4708,Airplane,Reciprocating,N882BF,1,Cessna,150G,Substantial
4709,Airplane,Reciprocating,N840TW,1,Hiller,UH-12E,Substantial
4710,Airplane,Reciprocating,N7778V,1,Piper,PA 28-236,Substantial
4711,Airplane,Reciprocating,N3777A,1,Grumman,G-164A,Substantial
4712,Airplane,Reciprocating,N2487D,1,Cessna,150,Substantial
4713,Airplane,Reciprocating,N2797P,1,Grumman,G-164A,Substantial
4714,Airplane,Reciprocating,N31013,1,Cessna,172,Substantial
4715,Airplane,Reciprocating,N3GK,1,Cessna,152,Substantial
4716,Airplane,Reciprocating,N2433L,1,Beech,SPORT,Destroyed
4717,Airplane,Reciprocating,N8576C,1,Mooney,M20J,Substantial
4718,Airplane,Reciprocating,N51763,1,Globe,GC-1B,Substantial
4719,Airplane,Reciprocating,N62969,1,Cessna,172P,Substantial
4720,Airplane,Reciprocating,N90706,1,Grumman,G-164A,Substantial
4721,Airplane,Reciprocating,N20ZZ,1,Cessna,152,Substantial
4722,Airplane,Reciprocating,N66AH,1,Piper,PA-28-180,Substantial
4723,Airplane,Reciprocating,N7980M,1,Cessna,TRI82,Destroyed
4724,Airplane,Reciprocating,N5015L,1,Cessna,172N,Destroyed
4725,Airplane,Reciprocating,N6627K,1,Mooney,M-20K,Destroyed
4726,Airplane,Turbo Shaft,N591W,1,Bell,47G-3B-1,Destroyed
4727,Airplane,Reciprocating,N4964L,1,Weedhopper,JC-24C,Substantial
4728,Airplane,Reciprocating,N5208Z,1,Cessna,150K,Substantial
4729,Airplane,Reciprocating,N543FH,1,Cessna,182,Substantial
4730,Airplane,Reciprocating,N6758F,1,Cessna,182P,Substantial
4731,Airplane,Reciprocating,N1316T,1,Beech,A36,Substantial
4732,Airplane,Reciprocating,N6770Z,1,Enstrom,F-28C,Substantial
4733,Airplane,Reciprocating,N6190N,1,Piper,PA-12,Substantial
4734,Airplane,Turbo Shaft,N54363,1,Sud Aviation,SA 318C,Substantial
4735,Airplane,Reciprocating,N154US,1,Cessna,180H,Substantial
4736,Airplane,Turbo Fan,N6935C,3,Boeing,727-100,Substantial
4737,Airplane,Reciprocating,N91419,1,Robertson,B1-RD,Destroyed
4738,Airplane,Reciprocating,N66245,1,Ryan,PT-22/ST-3KR,Destroyed
4739,Airplane,Reciprocating,N9975D,1,Intl Ultralight,BANSHEE,Destroyed
4740,Airplane,Reciprocating,N16937,1,Cessna,172P,Destroyed
4741,Airplane,Reciprocating,N4395V,1,Beech,A23,Destroyed
4742,Airplane,Reciprocating,N11006,1,Luscombe,8A,Substantial
4743,Airplane,Reciprocating,N856N,1,Cessna,180,Substantial
4744,Airplane,Reciprocating,N56426,1,Cessna,182B,Substantial
4745,Airplane,Reciprocating,N8018A,1,Robertson,B1-RD (SN:115),Substantial
4746,Airplane,Reciprocating,N56255,1,Piper,PA24-250,Substantial
4747,Airplane,Unknown,N5259E,0,Schreder,HP12A,Substantial
4748,Airplane,Reciprocating,N52470,2,Curtiss-wright,C-46F,Substantial
4749,Airplane,Reciprocating,N757TV,1,Cessna,U206,Destroyed
4750,Airplane,Reciprocating,N4805B,1,Mooney,M20K,Destroyed
4751,Airplane,Reciprocating,N6288U,1,Breezy,DRAKE-EDGAR,Destroyed
4752,Airplane,Reciprocating,N943N,1,Cessna,152,Destroyed
4753,Airplane,Reciprocating,N2VC,1,Beech,V35B,Destroyed
4754,Airplane,Reciprocating,N1127R,1,Bensen,B-8M,Substantial
4755,Airplane,Reciprocating,N2023H,1,Parson,BENSEN,Substantial
4756,Airplane,Reciprocating,N8KD,1,Great Lakes,2T-1A,Substantial
4757,Airplane,Reciprocating,N6222R,1,Aircoupe,415-C,Substantial
4758,Airplane,Reciprocating,N80202,1,Cessna,172P,Substantial
4759,Airplane,Reciprocating,N2429F,1,Cessna,182P,Substantial
4760,Airplane,Reciprocating,N4468K,1,Piper,PA-28-151,Substantial
4761,Airplane,Unknown,N2581F,,Schempp-hirth,STANDARD CIRRUS,Substantial
4762,Airplane,Unknown,N21CS,,Schempp-hirth,STANDARD CIRRUS,Substantial
4763,Airplane,Reciprocating,N81978,1,Piper,PA-22,Destroyed
4764,Airplane,Reciprocating,N1017,1,Herpst,VARIEZE,Destroyed
4765,Airplane,Turbo Fan,N56932,3,Boeing,727-31H,Minor
4766,Airplane,Turbo Fan,N3380Z,2,Boeing,B-737-222,
4767,Airplane,Reciprocating,N735LP,1,Callair,A-9B,Substantial
4768,Airplane,Reciprocating,N7453G,1,Piper,PA-22,Substantial
4769,Airplane,Reciprocating,N2164X,1,Cessna,170,Substantial
4770,Airplane,Reciprocating,N9872Q,1,Piper,PA-18-150,Substantial
4771,Airplane,Turbo Fan,N3742M,3,Lockheed,L-1011-385-1,Minor
4772,Airplane,Reciprocating,N3112U,1,Hiller,UH-12E,Destroyed
4773,Airplane,Reciprocating,N43499,1,Piper,PA-38-112,Destroyed
4774,Airplane,Reciprocating,N6202M,1,Piper,PA18-150,Substantial
4775,Airplane,Reciprocating,N2897U,1,Enstrom,280C,Substantial
4776,Airplane,Reciprocating,N9284L,1,Cessna,172,Substantial
4777,Airplane,Turbo Shaft,N3437V,1,Aerospatiale,SA 315B,Substantial
4778,Airplane,Unknown,N113E,0,Schleicher,ASW-20,Substantial
4779,Airplane,Reciprocating,N6372S,2,Piper,PA-34-200T,Substantial
4780,Airplane,Reciprocating,N6651Z,1,Beech,V35-TC,Destroyed
4781,Airplane,Reciprocating,N3661R,1,Lake,LA-4-200,Destroyed
4782,Airplane,Turbo Prop,N42917,1,Grumman-schweizer,G-164C,Destroyed
4783,Airplane,Reciprocating,N837E,1,Siai-marchetti,FN333,Destroyed
4784,Airplane,Reciprocating,N391B,1,Piper,PA-28-180,Substantial
4785,Airplane,Reciprocating,N56RT,1,Piper,PA-22-108,Substantial
4786,Airplane,Turbo Shaft,N5170S,1,Fairchild Hiller,FH-1100,Substantial
4787,Airplane,Reciprocating,N41761,1,Piper,PA28-151,Substantial
4788,Airplane,Reciprocating,N52AC,1,Piper,PA-28-140,Destroyed
4789,Airplane,Reciprocating,N1516S,1,Piper,PA-25-235,Destroyed
4790,Airplane,Reciprocating,N7079P,1,Cessna,210N,Destroyed
4791,Airplane,Reciprocating,N31914,1,Piper,PA-28-151,Destroyed
4792,Airplane,Turbo Fan,N9699Q,3,Mcdonnell Douglas,DC-10-40,
4793,Airplane,Reciprocating,N7369E,2,Piper,PA-34-200T,Minor
4794,Airplane,Unknown,N2368S,0,I.c.a. Brasov,IS-29D,Substantial
4795,Airplane,Reciprocating,N714UX,1,Cessna,150M,Substantial
4796,Airplane,Reciprocating,N2375H,1,Piper,PA-22-150,Substantial
4797,Airplane,Turbo Shaft,N5136X,1,Bell,206B,Substantial
4798,Airplane,Reciprocating,N29958,1,Cessna,195,Substantial
4799,Airplane,Reciprocating,N9966Y,1,Cessna,172N,Substantial
4800,Airplane,Turbo Jet,N64AT,3,Lockheed,L-1011-385-1,Minor
4801,Airplane,Turbo Jet,N16297,3,Boeing,727-200,Minor
4802,Airplane,Reciprocating,N6103Y,1,Boeing Stearman,A75N1,Substantial
4803,Airplane,Reciprocating,N8476K,1,Waspair,TOMCAT,Substantial
4804,Airplane,Reciprocating,CGPZP,1,Cessna,170B,Substantial
4805,Airplane,Reciprocating,N81CD,1,Piper,PA-28-140,Substantial
4806,Airplane,Reciprocating,N6207R,1,Cessna,180B,Substantial
4807,Airplane,Reciprocating,N75773,1,Boeing,A75N1,Substantial
4808,Airplane,Reciprocating,N735FW,1,Cessna,152,Substantial
4809,Airplane,Reciprocating,N9849E,1,Cessna,152,Substantial
4810,Airplane,Reciprocating,N831PC,1,Mooney,M20C,Destroyed
4811,Airplane,Turbo Fan,N8926N,2,Douglas,DC-9-31,
4812,Airplane,Reciprocating,N52072,1,Evans Aircraft,VP-1,Destroyed
4813,Airplane,Unknown,N234BV,0,Raven,S55A,
4814,Airplane,Unknown,N9283G,,Barnes,AX-6B,Destroyed
4815,Airplane,Reciprocating,N98JP,2,Cessna,310,Destroyed
4816,Airplane,Reciprocating,N36600,1,Cessna,150,Substantial
4817,Airplane,Reciprocating,N80711,1,Cessna,172M,Substantial
4818,Airplane,Reciprocating,N83UT,1,Cessna,180H,Substantial
4819,Airplane,Reciprocating,N6293Q,1,Ryan-navion,NAV 4,Substantial
